Unnamed: 0.1,Unnamed: 0,full_text,Text_English,Polarity,Score
153,153,hasyimmah putus mk batas usia caprescawapres offside emang jokowi ngapain bro bukti kl pengaruh mk janganx dasar bocor alus tempo,"Hasyimmah broke up the age limit for the age of the vice presidential candidate, what is Jokowi what are the proof of the influence of the MK, the basis of the alus tempo leak",0.0,neutral
154,154,putus anwar usman bukti langgar kode etik berat keikutsertaannya tangan perkara nomor puuxxi tetang batas usia caprescawapres mahkamah konstitusi alihalih tunduk putus mahkamah hormat mk adik ipar presiden jokowi sebut,"Disconnect Anwar Usman Evidence of Violation of the Code of Ethics Severe Participation Case Number Puuxxi neighbor age limit of the Presidential Candidate Candidate Constitutional Court instead of submitting a Break Breaking Court of respect, MK's sister -in -law of President Jokowi said",0.0,neutral
155,155,persingunggan kait putus mk putus mkmk kait batas usia capres tetap tiga kandidat final tinggal formalitas kpu gibran maju gibran wasit onana vip jt ,"The roughness of the hook is broken, but it is broken, the age limit of the presidential candidate permanent three candidates is the formality of the KPU Gibran Maju Gibran Referee Onana VIP JT",-0.4,negative
156,156,kasuskasus lewat batas langkah jokowi kondisi partai koalisi dukung prabowo atur anakanak menantu politik tahap wajar putus mk batas usia caprescawapres offside,Cases Through Jokowi's Step Limits The condition of the Coalition Party Supports Prabowo Autur Children of Political Daughter -in -law,0.0,neutral
157,157,guru hukum tata negara denny indrayana usul mahkamah konstitusi mk putus cepat uji formil putus syarat batas usia caprescawapres baru denny usul mk sidang mohon uu milu kait syarat umur ld mkmk mk,State Administrative Law Teacher Denny Indrayana Proposal of the Constitutional Court MK Breaks Formal Formal Test Disconnect Requirements for the Age of the New Candidate for the Candidate for the Proposed MK Session Requires the Milu Law on the Age Requirements for LD MKMK MK,0.1363636363636363,positive
158,158,m hudananta zy zy its me fandyseo adri i mk main konstitusi kpu terima putus mk dpr terima tuju revisi batas usia capres cawapres thats logic man,M Hudananta Zy Zy Its Me Fandyseo Adri I MK Playing the Constitution of the KPU Receiving the Breaking MK DPR Receives the Revision of the Age Limits of the Presidential Candidate Thats Logic Man,0.0,neutral
159,159,thread putus mahkamah konstitusi mk batas minimal usia capres cawapres mengakomodir penting kaum muda pimpin nasional langgeng dinasti politik joko widodo putra sulung gibran rakabuming raka dinastipolitik ,thread of breaking up the Constitutional Court of Constitutional Court Minimum Age of the Vice Presidential Candidate accommodates the important young people of the National Lead of the National Dynasty Joko Widodo Putra Gibran RakaBuming Raka Dinastipolytic,0.25,positive
160,160,aelfahary barcastalk hanifyedra arie kriting hasil putus mk batas usia caprescawapres minimal tahunatau kepala daerah hasil putus mk narasi paham mana curang nya,"AELFAHARY BARCASTALK HANIFYEDRA ARIE KRITING RESULTS RESULTS MK MK Age Limits of the Candidate for the Candidate of the Candidate at least the Year or the Regional Head, the result of the breakdown of the Narration of the Narration.",-0.3,negative
161,161,putus mk syarat batas usia caprescawapres pengaruh sanksi mkmk henti anwar usman ketua mk ,Breaking MK Requirements for the age limit of the Presidential Candidates for the effect of MKMK Sentikan Sentik Anwar Usman Chairperson of the Constitutional Court,0.0,neutral
162,162,putus mk batas usia caprescawapres sah tpn ganjar demokrasi luka serius ,Breaking up the age limit of the presidential candidate for the presidential candidate but the Ganjar Democracy is seriously injured,-0.3333333333333333,negative
163,163,aksi masyarakat aliansi jakarta timur sujud syukur dengar berita gagal putus mk kait batas usia capres cawapres mas gibran maju cawapres pilpres gibran gibran maju ,Action of the East Jakarta Alliance Community Prostration of Gratitude Hear News Failure to Decide Mk Hook Age Limits of the Presidential Candidate Mas Gibran Maju Cawrespres Gibran Gibran Advanced,0.0611111111111111,positive
164,164,operasi batal putus mk kait batas usia capres cawapres gagal masyarakat operasi adakan benci anak muda anak muda bangsa gibran maju gibran tidur malam klarifikasi mkmk ,Operation Cancel Decreased MK Hook Age Limits of Vice Presidential Candidates Failed Community Operations Hate Hate Young People Young Gibran Forward Gibran Gibran Sleeping Night Clarification MKMK,-0.3833333333333333,negative
165,165,masyarakat penuh patung kuda langsung sujud syukur operasi mkmk batal putus mk kait batas usia capres cawapres ujung gagal gibran gibran maju mkmk anwar usman scarlett malam ,The public full of the Statue of Horse Direct Prostration of Thanksgiving MKMK Operations Cancel Breaking Mk Hook Age Limit Limits of the Presidential Candidate Ujung Failed Gibran Gibran Maju Mkmk Anwar Usman Scarlett Night,-0.0125,negative
166,166,gugat batas usia capres cawapres tuju cacat hukum putus mk mk bumerang prabowo gibran gibran cawapres ilegal ,Suggest Limits of the Vice Presidential Candidate for Legal Defective MK MK MK Bumerang Prabowo Gibran Gibran Illegal Vice President,-0.15,negative
167,167,putus mk batas usia capres cawapres selasa ,Breaking up the age limit of the vice presidential candidate Tuesday,0.0,neutral
168,168,aksi penuh patung kuda langsung sujud syukur putus mk kait batas usia capres cawapres batal jegal mas gibran banjir dukung semangat mase gibran gibran maju mkmk scarlett malam anwar usman ,The full action of the Statue of Horse Direct Prostration of Gratitude to Disconnect Mk Hook Age Limits of the Vice Presidential Candidate Cancel Jegal Mas Gibran Flood Supports the Spirit of Mase Gibran Gibran Maju Mkmk Scarlett Night Anwar Usman,0.1833333333333333,positive
169,169,operasi mkmk batal putus mk kait batas usia capres cawapres ujung gagal massa aksi penuh patung kuda langsung sujud syukur gibran gibran maju mkmk anwar usman malam ,MKMK Operation Cancel Disconnect MK Hook Age Limit Candidate Candidate Ujung Ujung Failure Mass Action Full Action Direct Statue of Group Gibran Gibran Maju Mkmk Anwar Usman Night,0.0666666666666666,positive
170,170,pakar hukum putus kabul batas usia caprescawapres penuh langgar etik ketua mk arti putus mk marwah independensi wenang mk mahkamahkonstitusi officialmkri ketuamk ,Legal Expert Disconnect Kabul Age Limits of Presidential Candidates Full of Ethics Ethics Chairperson The meaning of the MK MK MK Marwah Independence Wen MK MK MAHKAMATANKONSTALMKRI Ketuamk,0.275,positive
171,171,gus raharjo anwar usman ganti putus mk batal batas usia caprescawapres putus ilegal gibran cawapres ilegal,Gus Raharjo Anwar Usman Change Disconnect MK Cancel Age Limits of the Presidential Candidate for Illegal Gibran Illegal Illegal,-0.5,negative
172,172,majelis hormat mahkamah konstitusi mkmk henti anwar usman posisi ketua mk selasa anwar anggap langgar etik berat ambil putus batas usia minimal capres cawapres ,"Council of respect for the Constitutional Court of MKMK Anwal Usman, the position of Chairperson of the Constitutional Court, Anwar, considers a heavy ethical ethical degree, take the minimum age limit",0.0666666666666666,positive
173,173,putus mk batas usia capres cawapres batal simak urai lengkap bob hasan ketua advokasi rakyat nusantara prabowo prabowosubianto mahkamahkonstitusi mkmk bobhasan arun indonesiamaju bersamaindonesiamaju dekade ,Breaking up the age limit of the Vice Presidential Candidate Candidate Cancels Consider Bob Hasan Hasan Chairman of the People's Advocacy Prabowosubianto MKMK Constitutional Court Bobhasan Arun IndonesiaMaj,0.0,neutral
174,174,menko polhukam mahfud md putus etik majelis hormat mahkamah konstitusi mkmk ketua mk anwar usman gugur putus mk batas usia caprescawapres rakkyatmerdeka gibranrakabuming gibrancawapres ,Coordinating Minister for Politics and Security Mahfud MD broke up the Ethics of the Constitutional Court of MKMK MKMK Chairperson Anwar Usman Decided to Disconnect MK Age Limits of Presidential Candidates RakkyatMerdeka Gibranrakabuming Gibrancaw Vekres,0.0,neutral
175,175,mk proses gugat batas usia cawapres anwar usman putus mk puuxxi kait syarat batas minimal usia caprescawapres gugat mahasiswa fak hukum univ nahdlatul ulama indonesia brahma aryana gibran cawapres ilegal kamimuak ,MK The process of vice -presidential age limit Anwar Usman broke up mk puuxxi hooks the minimum age limit of the presidential age of the presidential student suction Faculty of Law Nahdlatul Ulama Indonesia Brahma Aryana Gibran Gibran Cawapres illegal Kamimuak,-0.5,negative
176,176,mayarakat gelar acara sujud syukur aksi batal putus mk kait batas usia capres cawapres gagal gibran maju menang bursa pilpres prabowo gibran charlotte scarlett malam mahal ,"The people held a prostration of the prostration of the Action Canceled Action MK, the age limit of the Vice -Presidential Candidate Failed Gibran Gibran Forward Wins the Prabowo Gibran Charlotte Scarlett Expensive Election Exchange Exchange Expensive",-0.1666666666666666,negative
177,177,operasi mkmk batal putus mk kait batas usia capres cawapres gagal aliansi masyarakat jakarta timur sujud syukur anak muda pimpin gibran gibran maju ,MKMK Operations Cancel Decreased MK Hook Age Limits of Vice Presidential Candidates Failure to Fail the East Jakarta Community Alliance Prostration of Gratitude Young People Lead Gibran Gibran Maju,-0.2791666666666667,negative
178,178,copot anwar usman ekspetasi tumbal batal putus ilegal mk nomor puuxxi batas usia caprescawapres,Copot Anwar Usman Expectation of Tumbal Cancel Illegal Mk Mk Puuxxi Numbers Age Limits of Presidential Candidates,-0.5,negative
179,179,latar putus mk kait batas usia caprescawapres putus oktober silam kontroversi nilai putus mk ganjil lampau wenang sangsi independensi integritas pantas ketidakberpihakan ,Breaking background MK Hooks the age limit of the presidential candidate to break up in October the controversy for the value of the odd -odd mk past wenang dangers independence integrity deserves impartiality,-0.1944444444444444,negative
180,180,kritisi putus mk batas usia caprescawapres buruk hina jokowi apa aparat intimidasi kritik lha hina cerca fitnah tuduh jokowi aparat tindak ya ,Critical Criticians MK MK Age Limits of Candidate Candidates Poor Hina Jokowi Is the Intimidation Apparatus Criticism Hina Cerca Fitnah accusing Jokowi's apparatus acts huh,-0.2,negative
181,181,faktafakta brahma aryana mahasiswa gugat putus mk batas usia caprescawapres tempofoto,Factory of Brahma Aryana Students Decide Mk Mk Age Limits of Tempofoto Presidential Candidates,0.0,neutral
182,182,putus mkmk ubah putus mk batas usia caprescawapres gibran maju prabowo depan benar anak muda gibran charlotte bella hadid persibday ,Disconnect MKMK Changing Breaking Mk Age Limits of Presidential Candidate Gibran Maju Prabowo Front True Young Gibran Charlotte Bella Hadid Persibday,0.2249999999999999,positive
183,183,jalan hukum tegak tentang norma hati nurani bukti ketua mk paman gibran langgar kode etik berat putus batas usia capres cawapres putus nya anulir tu benar belibet pusing rumit konyollllll gibrancawapresilegal,"The rule of law is upright about the Norm of Conscience Evidence of the head of the Constitutional Court Uncle Gibran violating the Code of Ethics Weight Breaking the age limit of the vice presidential candidate to break up, the truth",0.0,neutral
184,184,sisi majelis hormat mk batal putus mk batas usia capres cawapres nasib gibran kontestasi pilpres anwar usman korban dampak politik putus satumeja satumejatheforum,The Side of the Assembly of the Council of the Council canceled the MK MK Limits of the Vice Presidential Candidate Candidate for the Fate of the Anwar Presidential Election Contest for the Victims of Political Impacts Devinations Satumeja Satumejatheforum,0.0,neutral
185,185,pshk uii absah putus mk syarat batas usia capres cawapres gugat ,PSHK UII is valid for breaking up the age limit of the vice presidential candidate,0.0,neutral
186,186,putus mabok yasril anwar usman copot ketua mk yusril putus batas usia caprescawapres final ,Disconnect Yasril Anwar Usman Copot Chairman of the Constitutional Court Yusril Disconnect Age Limits of the Presidential Candidate Final,0.0,neutral
187,187,warga berbondongbondong sujud syukur putus mk batas usia caprescawapres gagal gibran gibran maju maxwell outage ausvsafg maxwell ,Residents flocked to prostrate gratitude to break up the age limit of the presidential candidate to fail Gibran Gibran Maju Maxwell Outage Ausvsafg Maxwell,-0.5,negative
188,188,majelis hormat mahkamah konstitusi mkmk putus jatuh sanksi henti anwar usman ketua mk selasa bukti langgar kode etik perilaku hakim mk kait putus batas usia capres cawapres respons ,Council of respect the Constitutional Court of MKMK Falls Falling Sanctions to stop Anwar Usman Chairperson of the Constitutional Court Tuesday Evidence of violating the code of ethics of the judges of the Constitutional Court Hooks the age limit of the Candidate Candidate Response,0.0,neutral
189,189,menkopolhukam mohmahfudmd putus mkmk pengaruh absah putus mk batas usia caprescawapres gibran rakabuming maju damping prabowo subianto pilpres sahabat dw puas putus mkmk kemarin ,"Menkopolhukam Mohmahfudmd broke up the influence of confusion, but the age limit of the Presidential Candidate Gibran Rakabuming Maju Damping Prabowo Subianto, the Presidential Election of DW's friend",0.0,neutral
190,190,putus mk kait batas usia capres cawapres tuai janggal muncul lolos gibran cawapres nilai dukung anwar usman mulus jalan gibran gibran cawapres ilegal,"Breaking up the hook of the age limit of the vice presidential candidate reaped the odd emerged passing the vice presidential vice presidential value Anwar Usman smoothly, the gibran gibran vice presidential road is illegal",-0.0888888888888888,negative
191,191,mkmk berani ambil putus henti anwar usman ketua hakim mk putus anwar usman kait batas usia minimal capres cawapres sah proses calon gibran cawapres tetap cacat hukum gibran cawapres ilegal ,"MKMK dares to take the end of the end of Anwar Usman, the head of the MK judge, Anwar Usman, hook the minimum age limit of the candidate for vice presidential candidate, the process of candidate for gibran vice president remains legally flawed by illegal vice president",-0.5,negative
192,192,risau operasi mkmk batal putus mk kait batas usia capres cawapres kandas gibran maju menang gibran numero uno ,worried that the MKMK operation canceled the breakdown of the age limit of the vice presidential candidate to run aground Gibran.,0.0,neutral
193,193,anwar usman objek politisasi putus mahkamah konstitusi mk utama putus majelis hormat mahkamah konstitusi mkmk batas usia caprescawapres ,Anwar Usman The Object of Politization Decisions to the Constitutional Court of the Utama MK Decanging Council of the Constitutional Court of MKMK MKMK Limits,0.0,neutral
194,194,putus majelis hormat mk anwar usman bukti langgar berat proses uji materi syarat batas usia caprescawapres gaduh kontestasi pilpres narasi kembang putus mkmk bukti maju ,Disconnect Assembly Mk Anwar Usman Evidence of the weight of the weight of the process of testing the material for the age limit of the Presidential Candidate for the Presidential Candidate for the Narrative Presidential Election Contest of the Flower Disconnect MKMK MKMK Evidence,0.0,neutral
195,195,putus mkmk hakim mk salah putus batas minimal usia capres cawapres putus merta gugur putus hakim mk sebelummya batas minimal usia capres cawapres gibran cawapres ilegal ,Disconnect MKMK MK Hakim MK Incorrect Minimum Age of the Vice Presidential Candidate Candidate Disconnecting Decisions to Disconnect MK Judges Before the Minimum Limit of the Age of the Vice President Candidate Gibran Cawres Illegal,-0.5,negative
196,196,tempodotco bunuh karakter bacot contohnyasidang mk putus milu capres mk tolak gugat presidential threshold mk tolak gugat serikat buruh kukuh uu cipta kerjablunder batas usia wacapres,"Tempodotco Killing the Bacot Character For example, MK broke up the mile of presidential candidates to reject the presidential threshold mk reject the Kukuh Labor Union of the Cipta Work Cipta Limblunder Limit Age Limits",0.0,neutral
197,197,hakim mk salah putus batas usia caprescawapres laku pesan waketum partai garuda ,The MK Judge broke the wrong age limit for the Presidential Candidate for the Practice of the Garuda Party Waketum Message,-0.5,negative
198,198,tagar kamimuak nilai suara gelisah rakyat kait putus mk batas usia capres cawapres angkat kaesang ketua psi masuk partai caritau lengkap ,"Tagar Kamimuiak Value of Restless Votes The people of the people are broken, but the age limit of the Vice Presidential Candidate, adopted Kaesang, the Chairperson of the PSI Entering the Complete Caritau Party",-0.15,negative
199,199,kumpar percaya guru akademis kritik keras putus mk batas usia capres lahjelas sarat kpntingan kluarga,Kumpar believes that academic teachers are loud criticism of breaking up the age limit of the Lahee Candidate Failed KPNTENINGAN KLUARGA,-0.1333333333333333,negative
200,200,risau operasi mkmk batal putus mk kait batas usia capres cawapres kandas gibran maju menang gibran ,worried that the MKMK operation canceled the breakdown of the age limit of the Vice Presidential Candidate Candidate Funted Gibran Winning Gibran,0.5,positive
201,201,sembilan hakim mk bukti salah putus batas minimal usia capres cawapres anwar usman ketua jatuh sangsi henti hormat hakim sangsi tegur gibran cawapres ilegal ,Nine MK Judges Proof of Incorrect Breaking up the Minimum Age of Candidate Candidate Anwar Usman Chairperson Falling Sange Stop Sincere Sange Sange Tegur Gibran Vice President Illegal,0.0,neutral
202,202,putus mahkamah konstitusi mk kait batas usia caprescawapres buka jalan gibran rakabuming raka maju cawapresputusan anggap janggal putus ketua mk anwar usman paman gibran,Breaking the Constitutional Court of the Constitutional Court Hooks the age limit of the Presidential Candidate for the Gibran Rakabuming Raka Jalan Raka Maju Cawapres Decision.,0.0,neutral
203,203,jimly putus mk batas usia caprescawapres sifat final prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,Jimly broke up the age limit of the Presidential Candidates for the Final Properties of Prabowogibranis Special Prabowogemoy with the Association of Prabowo Subianto,0.1785714285714285,positive
204,204,anwar usman bicara isu konflik penting ketok putus mk anwar usman ban konflik penting tangan perkara batas usia caprescawapres mk detikcom,"Anwar Usman spoke of the issue of an important conflict, knock on the breakdown of Anwar Usman tires, the important conflict of the Hand of the Candidate for the Presidential Candidate MK AFP",0.4,positive
205,205,gibran cawapres ilegal putus batas usia capres cawapres mk supremasi hukum rendah supremasi keluarga putus leceh hukum konstitusi demokrasi ,Gibran Vice President Illegal Disconnect Age Limits of Vice Presidential Candidates MK MK Supremation of Low Legal Supremacy Family Disconnect Democratic Law of the Democratic Constitution,-0.0999999999999999,negative
206,206,kritisi putus mk batas usia capres cawapres ketua bem ui intimidasi aparat ,Criticians Decreased MK Age Limits of Vice Presidential Candidates Chairperson of BEM UI Intimidation of the Apparatus,-0.4,negative
207,207,ketua bem ui melki dek huang aku ancam aparat kritik putus mk batas usia caprescawapres ,Chairman of BEM UI Melki Dek Huang I threatened the Criticism of the Breaking Criticism MK Age Limits of the Presidential Candidate,0.0,neutral
208,208,mkmk batas etik ubah putus mk hakim mk sisa tunggu ya jimly tegas batas usia caprescawapres ubah mk laku pilpres benamkancawapresharam benamkancawapresharam,mkmk ethical limit changed broken mk mk mk leftover waiting yes firmly firmly the age limit of the presidential candidate to change the mk mk in the presidential election in the vice presidential candidate,-0.1333333333333333,negative
209,209,ramlirizal sidang mk putus milu capres mk tolak gugat presidential threshold mk tolak gugat serikat buruh kukuh uu cipta kerja kali blunder batas usia wacapres mk putus batas usia ,Ramlirizal The trial of the Constitutional Court broke up the MK presidential candidate to reject the presidential threshold mk reject the Kukuh Labor Union of the Cipta Work Copyright Blunder Boundary Limits,0.0,neutral
210,210,gibran kukuh cawapres dukung ganjar sabar hakim ketua mk anwar usman paman gibran henti langgar kode etik putus mk kait batas usia capres cawapres merta batal ,Gibran Kukuh Vice President Supports Ganjar Sabar Chief Judge MK Anwar Usman Uncle Gibran Genti Semanggi Breaking Code of Code of Ethics MK Hook Age Limits of Candidate Candidates Merta Cancel,0.0,neutral
211,211,anwar usman copot ketua mk yusril putus batas usia caprescawapres final klik baca ,Anwar Usman Copot Chief Chief of MK Yusril Disconnect Age Limits of the Presidential Candidate Final Click Read Read,0.0,neutral
212,212,nenkmonica sidang mk putus milu capres mk tolak gugat presidential threshold mk tolak gugat serikat buruh kukuh uu cipta kerja kali blunder batas usia wacapres mk putus batas usia ,Nenkmonica The trial of the Constitutional Court broke up the MK presidential candidate to reject the presidential threshold mk reject the Kukuh Labor Union of the Law Cipta Working River BLUNDER AGE LIMITS,0.0,neutral
213,213,mahasiswa fakultas hukum universitas nahdlatul ulama indonesia unusia brahma aryana salah lapor langgar etik putus mk batas usia minimal caprescawapres majelis hormat mahkamah konstitusi mkmk aju uji ,"Student of the Faculty of Law, Nahdlatul Ulama University of Indonesia Unusia Brahma Aryana, misjudicer Ethics Disconnect MK MK Minimum Age Limits of Presidential Candidates for the Council of MKMK Constitutional Court",0.0,neutral
214,214,proses putus mk batas usia caprescawapres cacat etik dasar putus mkmk celah uji materi ,the process of breaking up the age limit of the presidential candidate vice presidential defects basic ethics broken mkmk gap of the material test,-0.2,negative
215,215,ubah putus mk batas usia capres laku milu ,Change Breaking Mk The age limit of the presidential candidate is milling,0.0,neutral
216,216,putus mk batas usia capres cawapres emang tuai perhati ygy kemarin mkmk putus as bukti langgar etik pbhi putus mkmk bukti calon gibran cacat hukum etika gibran cawapres ilegal ,"Breaking up the age limit of the Vice Presidential Candidate Candidate, we really reaped the attention yesterday, but I broke up the evidence",0.2,positive
217,217,putus mk mk jatuh sangsi pecat anwar usman ketua mk langgar etik batas usia capres cawapres gibran cawapres ilegal ,Disconnect MK MK Falls Sanction Anwar Usman Chairperson of MK MK Langgar Ethics Age Limits of Vice Presidential Candidate Gibran Cawres Illegal,-0.5,negative
218,218,ch chotimah mkmk putus hakim konstitusi langgar kode etik kait putus syarat batas usia minimal caprescawapres dakwa jaga kerahasian informasi forum rapat permusawaratan hakim rph putus mk sah laku amp adaptasi kpu,CH Chotimah MKMK Disconnect Constitutional Judges Violating Code of Ethics Decret Disconnect Requirements for the Minimum Age of the Presidential Candidate Demonfire of the confidentiality of the information forum of the RPH judges' Meeting for the RPH Breaks MK SAVE AMPAPTATION,0.0,neutral
219,219,viktor santoso tandiasa kuasa hukum brahma aryana mahasiswa unusia desak putus mk batas usia caprescawapres tinjau ulang alas putus bukti sarat konflik penting ,"Viktor Santoso Tandiasa Legal Counsel Brahma Aryana, a student of unususia, insisted on breaking up the age limit of the Presidential Candidate for the Candidate Reviewing Alas Decisions",-0.1,negative
220,220,viktor santoso tandiasa kuasa hukum brahma aryana mahasiswa unusia desak putus mk batas usia caprescawapres tinjau ulang alas putus bukti sarat konflik penting ,"Viktor Santoso Tandiasa Legal Counsel Brahma Aryana, a student of unususia, insisted on breaking up the age limit of the Presidential Candidate for the Candidate Reviewing Alas Decisions",-0.1,negative
221,221,ketua mk curang putus batas usia capres cawapres jadi gibran cawapres ilegal ,Chairperson of the Constitutional Court Cheating Breaking Age Limits of Vice Presidential Candidates to become Gibran Vice President,0.0,neutral
222,222,gibran cawapres ilegal batal ketua mk bukti langgar putus batas usia capres cawapres ,Gibran Vice President Illegal Cancel Chairperson of the Constitutional Court Proof,-0.5,negative
223,223,mkmk milik wenang ubah batal putus mk batas usia capres cawapres ,MKMK belongs to Wenang changed the broken broken mk the age limit of the vice presidential candidate,-0.4,negative
224,224,mkmk putus hakim konstitusi tlh langgar kode etik kait putus syarat batas usia minimal caprescawapres dakwa jaga kerahasian informasi forum rapat permusawaratan hakim rph putus mk sah laku amp adaptasi kpu ,MKMK Disconnect Constitutional Justice TLH Violation of Code of Ethics Decret Decreased Limit Limits Minimum Presidential Candidates Demonfesome for Maintenance of Information for Forum for the RPH Judges Meeting Forum Disconnect MK SAH,-0.4,negative
225,225,mkmk milik wenang ubah batal putus mk batas usia capres cawapres ,MKMK belongs to Wenang changed the broken broken mk the age limit of the vice presidential candidate,-0.4,negative
226,226,dukung pasang capres cawapres prabowo gibran gelar aksi sujud syukur kawasan patung kuda gambir jakarta pusat aksi bentuk dukung putus mk batas usia capres cawapres ,Support the pairs of vice presidential candidates Prabowo Gibran degrees acts of prostration of gratitude area of ​​the Gambir Horse Statue in Central Jakarta Action Forms Supporting Decisions MK Age Limits,0.1166666666666666,positive
227,227,mkmk hak nilai putus mk batas usia caprescawapres ngerasa aman nih mas gibran source mkmk anwarusman anwarusmandipecat gibranrakabuming gibrancawapres prabowogibran kamimuak ,"MKMK Rights of Value Breaking Mk MK Limits of Presidential Candidates Feeling Safe, Mas Gibran Source Mkmk Anwarusman AnwarusmandiPecat Gibrancawapres Prabowogibran Kamimuak.",0.5,positive
228,228,mahfud md putus etik majelis hormat mahkamah konstitusi mkmk ketua mk anwar usman gugur putus mk batas usia caprescawapres,Mahfud MD broke up the Ethics of the Council of the Constitutional Court of MKMK MKMK Chairperson Anwar Usman Decided Decision,0.0,neutral
229,229,tvonenews memecatahnya mncopot jbatna sbgai ktua mk krna mlakukn planggaran berat kode etik konstitusiyg mengesahkn batas usia capres cawapres dibwh taunputusana tetep laku wlw ktua mk dicopotpan gebloh hhh,"TVOneNews dismissed him to dismiss JBATNA as a parent because of the heavy planggaran constitutional code of ethics, the age limit of the vice presidential candidate was in the same time",-0.1,negative
230,230,cawapres hasil selundup putus mk kait batas usia caprescawapres cawapres bawang putih selundup gibran cawapres ilegal ,vice presidential result in the result of a breakup bro.,0.0,neutral
231,231,cawapres hasil selundup putus mk kait batas usia caprescawapres cawapres bawang putih selundup gibran cawapres ilegal ,vice presidential result in the result of a breakup bro.,0.0,neutral
232,232,cawapres hasil selundup putus mk kait batas usia caprescawapres cawapres bawang putih selundup gibran cawapres ilegal ,vice presidential result in the result of a breakup bro.,0.0,neutral
233,233,koalisi masyarakat sipil kawal milu demokratis nilai putus majelis hormat mahkamah konstitusi mkmk tanda putus mk batas usia minimal capres cawapres cacat hukum prosedural substansial gibran cawapres ilegal ,Coalition of Civil Society Guard Democratic Milu Demonstration Value of Respectful Council of Constitutional Court MKMK MK Signs of MK Age Minimum Limits,0.5,positive
234,234,teliti smrc isu putus mk positif aniescak imin bicara dampak isu putus mk kait batas usia caprescawapres teliti smrc dampak positif pasang aniescak imin detikcom,Careful SMRC The issue of Disconnect MK Aniescak Imin Talking about the Impact of the Issue of Disconnect MK MK Hook Age Limits of Candidate Vice President Careful SMRC Positive Impacts Install Aniescak Imin Detikcom,0.009090909090909,positive
235,235,majelis hormat mahkamah konstitusi mkmk tanda putus mk batas usia minimal capres cawapres cacat hukum prosedural substansial gibran cawapres ilegal ,The Council of Respect for the Constitutional Court of MKMK MK Signs of MK MK Minimum Age Limits,0.0,neutral
236,236,ah siregarxix catat ali rangkai dapat tulis atas batal putus mk batas usia capres cawapres sidang mk dasar aju masyarakat rat kabul mohon tulis berat hening,Ah Siregarxix Note Ali Remanding Can Write on Cancel Breaking Mk Age Limits of the Presidential Candidate Candidate MK Basic Session Aju Rat Kabul Community Please Write a Weight Weight,0.0,neutral
237,237,bhwa putus mk kait batas usia caprescawapres sepakat jahat kanggengkan kuasa gibran cawapres ilegal ,"Bhwa broke up, the age limit of the presidential candidate agreed to be evil, the power of the illegal vice president",-0.75,negative
238,238,kkmanti mkmk dapat wenang nilai mk kait batas usia capres cawapres putus mkmk insya allah jam mk ketua berani tinjau ulang syukur batal putus mk nomor puuxxi pasti hukum moga,"kkmanti mkmk can be able to value the mk hooks the age limit of the vice presidential candidate to break up mkmk, God willing, the time the chairman dares to review gratitude canceled broke the number puuxxi must be the law of hope",0.375,positive
239,239,henti anwar usman ketua mk langgar salah putus mk batas usia capres cawapres gibran cawapres ilegal ,stop Anwar Usman Chairperson of the Constitutional Court Langgar Salah Decided Mk Age Limits of the Vice Presidential Candidate Gibran Cawapres Illegal,-0.5,negative
240,240,gibran cawapres ilegal simpul putus mk kait batas usia minimal caprescawapres diiketuai anwar usman cacat hukum calon gibran bacawapres illegal ,Gibran vice president Illegal Disconnect MK MK hooks the minimum age limit of the Presidential Candidate for the Presidential of Anwar Usman Legal Defective Gibran Bacawapres Illegal,-0.2666666666666666,negative
241,241,majelis hormat mahkamah konstitusi mkmk umum henti anwar usman ketua mk putus kait polemik putus batas usia caprescawapres mkmk enggan ungkap sosok duga intervensi anwar usman,Council of respect the Constitutional Court of MKMK General Anwal Usman Chairperson of the Constitutional Court breaking up the polemic hook of the age limit of the MKMK Presidential Candidate for MKMK was reluctant to reveal the figure of the alleged intervention Anwar Usman,-0.0249999999999999,negative
242,242,badan eksekutif mahasiswa bem universitasnindonesia ui tentang keras putus mahkamah konstitusi mk batas usia caprescawapres imbas sikap kritis ketua bem ui melki dek huang aku intimidasi aparat aman melki ,UNIVERSIA UNIVERSIA UI BEM Student Executive Board about hard breasures of the Constitutional Court of MK MK Age Limits of Presidential Candidates Impact of the Critical Attitude of the Chairman of BEM UI Melki Dek Huang I intimidated the Aman Melki apparatus,-0.1458333333333333,negative
243,243,breaking news mkmk nyata koreksi putus mk batas usia caprescawapres ,BREAKING NEWS MKMK Real Correction of Breaking Mk Age Limits,0.2,positive
244,244,putus mk kait batas usia minimal caprescawapres diiketuai anwar usman cacat hukum gibran cawapres ilegal ,Breaking MK Hooks the minimum age limit of the presidential candidate presidentially admired by Anwar Usman legally flawed by illegal vice presidential vice president,-0.5,negative
245,245,majelis hormat mahkamah konstitusi mkmk henti anwar usman jabat ketua mk buntut polemik putus batas usia caprescawapres selasa mkmk enggan kan sosok intervensi anwar usman gibran anwar usman,"Assembly of the Constitutional Court of MKMK MKMK, Anwar Usman, Jabat, Chairman of the MK, the Chief of the Polemic Breaking up the age limit of the Presidential Candidate, Tuesday, the MKMK was reluctant to have an intervention from Anwar Usman Gibran Anwar Usman",0.0,neutral
